RecipeID,Calories,TotalFat,Sugar,Sodium,Protein,SatuatedFat,Carbs
508414,1037,30,619,33,32,37,66
508411,536.7,45,24,21,49,68,15
508402,208.2,11,15,13,8,5,11
508389,722.5,38,28,36,104,48,24
508378,436,20,182,4,11,38,25
508387,349.5,16,52,41,29,9,16
508373,403.8,30,20,45,32,20,14
508332,4283.4,209,1318,41,86,419,119
508349,154,12,20,3,11,5,6
508341,151.2,11,12,12,12,19,6
508353,658.6,1,653,1,7,0,55
508331,510.8,43,165,7,6,89,18
508241,556.3,20,29,8,79,19,22
508263,1404.5,134,185,83,204,154,17
508238,56.5,0,42,0,0,0,4
508312,598.2,54,15,56,40,73,15
508316,119.5,6,59,16,4,4,6
508302,336.9,24,101,11,9,43,14
508239,763.5,51,52,69,68,63,30
508236,226.2,17,10,13,42,9,3
508209,185.3,28,2,2,5,46,0
508206,481.9,36,20,2,47,58,14
508212,608.4,68,3,17,97,103,0
508157,163.7,15,49,5,4,27,5
508215,185.6,12,33,4,9,12,8
508204,344.3,13,38,57,17,14,19
508197,264.2,16,85,7,7,22,12
508147,1059.1,79,13,61,65,148,40
508112,249.2,18,129,4,1,36,12
508096,418.9,41,7,0,9,19,13
508132,1077.9,141,52,39,91,205,5
508092,456.7,30,15,16,54,32,11
508110,58.3,2,19,2,2,1,3
508008,162.5,18,3,17,22,27,0
508015,344.3,36,5,44,47,71,1
508040,189.4,2,16,16,24,1,10
508013,735.3,34,139,29,93,51,29
508010,446.9,51,1,3,67,82,0
508029,131.4,7,26,1,11,3,5
508073,243.8,9,15,32,55,7,6
507975,74.4,2,5,5,4,1,4
507982,639.3,44,207,9,38,89,29
507944,420.5,3,9,27,24,3,28
507926,278.8,31,10,17,27,42,3
507923,209.5,15,2,13,52,8,0
507924,287.4,25,9,22,25,39,7
507928,187.7,14,62,8,6,5,8
507930,13117.2,1753,2293,219,123,1225,234
507927,375.1,26,53,35,37,31,12
507950,835.3,64,22,72,67,102,27
507938,1046,130,92,56,80,188,12
507876,489.5,69,25,23,22,46,4
507873,298.3,21,95,5,8,18,13
507883,86.7,7,18,1,1,15,3
507824,431.7,19,18,55,68,22,15
507811,604.8,15,29,51,149,11,17
507821,159.9,22,5,8,10,42,0
507820,492.5,42,12,0,13,19,19
507807,597.2,31,154,316,82,28,20
507801,336.4,0,257,177,14,0,25
507782,87.7,6,6,8,5,12,3
507828,378.6,24,6,16,57,41,9
507795,300.6,29,22,15,14,55,9
507769,153.5,4,1,4,10,2,9
507763,548.2,56,37,8,83,71,4
507768,1132,124,59,98,123,130,13
507780,491.4,2,395,0,4,1,43
507748,426.2,45,108,15,12,69,12
507743,289.5,7,8,10,51,6,11
507750,78,0,18,0,0,0,1
507741,89.6,1,9,7,8,0,5
507758,268.5,0,93,4,5,0,21
507757,246.4,1,175,1,10,0,17
507746,656.9,51,30,50,77,83,18
507760,480.9,41,145,8,9,16,19
507726,439.1,26,10,63,35,28,18
507699,257.5,15,3,15,24,29,9
507731,215.6,25,26,16,13,36,3
507724,383.9,16,11,3,15,27,22
507672,101.9,11,13,1,6,29,2
507627,435.1,68,8,1,10,23,3
507621,499,27,68,18,51,25,19
507614,251,19,13,17,7,8,10
507629,565.4,42,11,27,57,57,18
507609,7605,495,3889,246,96,856,388
507638,358.2,27,3,15,73,30,3
507625,505.5,45,89,57,70,40,8
507593,2221.1,177,66,213,200,350,65
507551,534.8,51,9,27,37,61,13
507526,224.6,19,46,2,4,8,9
507546,473.7,48,23,44,72,77,3
507569,629.5,60,20,31,73,91,10
507578,179.2,6,90,1,3,11,11
507528,175.3,15,0,51,12,7,6
507592,732.6,34,354,6,11,68,44
507544,292.1,17,12,12,28,24,11
507595,382.6,8,45,79,44,5,21
507543,254.2,15,6,0,8,6,12
507597,119.5,13,13,4,7,10,2
507566,527.7,8,34,8,35,4,32
507583,264.2,24,4,13,40,16,3
507504,370.4,31,3,5,25,27,12
507506,272.3,6,30,17,34,4,14
507507,677,53,60,53,78,69,16
507497,129.9,16,3,7,15,36,0
507472,156.6,7,35,8,7,13,8
507489,137.6,10,44,1,3,4,6
507490,215.6,10,0,2,12,5,10
507483,161.6,14,61,0,3,21,6
507467,480.6,30,19,8,16,13,23
507478,363.7,27,13,2,17,12,14
507465,92.4,11,17,0,4,5,2
507451,636.6,36,301,24,13,41,33
507450,186,13,16,19,7,8,8
507441,79,5,32,55,5,2,3
507432,416.2,30,150,8,13,56,18
507434,121.7,2,75,3,12,6,6
507417,482.8,25,12,42,49,24,20
507416,143.8,0,125,0,0,0,12
507423,160.2,8,44,7,6,4,9
507410,483.3,19,225,9,12,19,29
507398,308.1,29,69,24,17,29,10
507414,337.3,28,13,24,60,40,3
507397,847.7,144,1,46,6,292,1
507409,483.4,7,1,40,105,7,18
507361,172.1,9,88,0,4,6,10
507375,83.8,0,7,13,24,0,2
507387,649.9,59,66,52,48,52,17
507383,275.3,14,35,0,16,6,13
507365,9779.1,659,4328,54,187,1271,476
507372,325,23,26,29,64,31,4
507345,378.5,20,22,36,76,17,11
507342,910.2,102,9,77,122,134,4
507329,111.2,7,17,4,10,15,4
507348,49.7,0,35,0,1,0,4
507327,504.4,31,45,77,37,47,20
507349,332.8,11,92,5,19,16,19
507330,132.6,3,29,8,5,1,8
507358,132.5,9,11,20,28,7,1
507315,17.9,2,4,0,0,4,0
507323,706.2,57,93,54,87,52,14
507321,386.3,40,11,14,24,69,8
507317,331.7,27,43,21,14,50,11
507319,366.9,22,24,151,18,10,16
507292,165.3,12,52,3,6,14,6
507307,116,7,39,3,3,14,5
507297,337.7,33,25,24,15,19,9
507295,107.1,0,107,0,0,0,9
507314,3.4,0,0,0,0,0,0
507305,85.1,0,0,0,1,0,2
507291,309.4,21,13,16,24,39,10
507293,281.6,23,21,20,16,25,9
507298,191.3,0,152,0,2,0,15
507278,397.7,28,53,28,46,43,12
507282,422.5,23,52,47,33,13,20
507286,167.2,8,56,9,5,2,9
507289,398.2,38,126,18,22,35,11
507270,747.8,51,20,19,54,72,27
507263,388.4,40,6,34,52,57,4
507275,395.1,15,48,50,26,7,20
507256,212.9,18,4,25,15,34,6
507271,146.8,6,8,3,12,9,6
507258,989.9,83,18,23,88,163,27
507248,81.7,1,47,15,8,0,5
507236,1190.3,36,18,49,66,16,69
507238,607.5,83,60,55,23,106,6
507244,632.9,32,26,35,59,45,27
507250,165,7,115,0,1,21,10
507247,119.4,6,5,2,5,4,6
507249,128.9,1,38,393,6,0,7
507241,104.1,6,2,4,9,11,4
507222,218.2,24,6,25,29,19,1
507217,261.4,6,10,18,23,3,15
507170,132.8,9,37,4,3,18,6
507227,168,12,6,34,33,5,2
507166,174.9,9,0,0,3,18,0
507176,436,25,219,13,6,49,23
507205,481.1,47,8,39,47,88,8
507167,394.8,43,70,51,31,19,7
507199,578.2,45,0,14,14,24,25
507210,307.6,39,31,59,13,24,5
507169,156.2,0,65,0,0,0,5
507224,682.4,84,25,29,72,86,2
507198,292.6,11,27,29,52,11,10
507226,290.2,26,27,75,16,44,9
507184,267.1,17,35,29,39,22,7
507190,11677.4,988,4313,431,435,1232,441
507171,82.1,0,63,47,2,0,5
507192,1124.9,97,60,20,69,182,33
507155,343.9,20,18,48,45,24,10
507144,272,9,12,30,13,16,16
507154,5431.3,430,0,89,1355,384,0
507153,1897.8,173,236,94,282,222,25
507156,273.9,33,42,7,12,46,6
507151,331.1,34,15,33,20,43,7
507128,225.1,8,23,27,42,11,7
507130,559.9,43,9,0,22,19,21
507134,176.7,14,42,56,9,3,7
507133,420,47,10,9,63,63,0
507138,301.9,9,109,34,29,11,17
507136,424.4,27,23,13,38,29,15
507114,93.1,14,3,3,2,6,0
507115,216.3,20,16,16,18,24,4
507121,314.8,20,53,41,61,27,5
507106,430.4,38,50,22,18,23,14
507105,105.9,8,16,2,3,5,4
507094,195.7,6,8,14,26,9,7
507110,119.5,0,85,148,1,0,8
507086,374.8,28,140,7,8,55,16
507101,463.5,35,59,30,20,67,19
507109,192.8,16,30,39,28,20,3
507051,1120.8,141,219,12,38,48,23
507069,555.6,44,28,216,40,81,17
507054,444.3,12,32,2,38,5,28
507072,520.3,51,17,12,30,95,14
507064,270.2,15,107,6,4,12,14
507063,303,33,5,11,27,63,4
507045,76.4,4,17,3,3,8,3
507052,421.6,33,23,43,66,53,7
507026,511.1,59,41,35,47,92,5
507013,324.6,35,24,15,39,47,3
507041,47.7,0,28,2,1,0,3
507019,521.9,60,19,64,31,69,9
507027,201.8,21,4,24,3,9,6
507020,804.9,55,188,22,29,86,36
506960,191.6,5,21,3,9,10,11
507011,543.7,49,15,64,67,62,9
506966,248.2,20,7,25,31,35,5
506971,398.2,39,18,31,37,47,8
506979,384.7,28,86,10,7,14,17
506977,285.5,25,11,37,13,33,10
506965,75.7,6,4,6,8,11,1
507001,418.1,16,199,17,15,17,24
506976,408.4,36,7,23,53,71,7
506978,262.8,5,7,30,23,5,14
506950,63.5,5,0,11,10,4,0
506947,204.3,7,29,1,19,3,10
506964,224.5,12,59,8,10,4,12
506969,80.1,3,17,4,2,4,4
506943,489.9,45,20,5,20,20,17
506941,861.9,9,2,204,48,4,58
506925,363.3,41,16,23,36,43,4
506906,341.9,36,36,21,36,26,5
506923,452.5,16,39,5,30,19,26
506922,566.3,51,137,14,13,97,20
506917,398.8,27,21,32,38,25,13
506903,102.3,8,10,9,9,3,3
506915,352.3,0,358,16,0,0,30
506888,50,5,10,0,2,2,1
506891,158.3,5,97,24,3,2,11
506892,3.8,0,0,0,0,0,0
506895,61.6,0,48,0,0,0,5
506889,140.1,3,3,0,7,1,8
506885,774.6,44,26,16,49,27,36
506884,152.5,10,11,0,5,4,7
506896,95.9,6,40,2,8,12,3
506893,99,3,24,6,5,2,5
506883,614.2,56,19,72,77,91,10
506867,497.9,38,39,31,63,45,13
506864,1064.4,107,29,182,175,97,6
506869,308.6,31,4,26,44,56,3
506875,158.9,16,24,2,14,15,3
506868,1008.6,103,39,46,97,181,17
506854,127.4,12,19,5,3,14,4
506876,220.9,11,14,33,21,18,8
506872,713.3,50,411,2,4,154,35
506850,280.2,23,16,15,33,36,6
506838,290.4,23,8,20,30,16,7
506837,70,3,20,4,7,5,3
506847,184.9,16,0,38,10,32,5
506822,151.4,13,28,23,11,5,5
506820,636.4,55,162,7,61,102,16
506828,697.4,65,92,6,97,78,10
506785,708.8,36,38,47,119,43,21
506775,471.3,34,140,31,63,25,12
506781,494.8,49,52,52,55,94,8
506787,259.7,15,9,47,31,22,8
506752,313.5,19,8,51,73,14,3
506799,131.9,4,33,6,6,1,8
506776,889.1,107,76,27,74,82,14
506813,153.4,4,12,6,48,2,3
506802,138.2,13,16,15,12,15,3
506804,81.3,5,32,1,2,11,3
506812,425.6,38,21,0,14,13,15
506738,267.4,20,102,7,7,40,12
506768,283.3,18,28,42,31,31,10
506754,89.1,5,25,3,6,6,3
506771,676.2,82,8,26,70,153,4
506720,99.3,13,13,0,0,6,1
506732,316.6,16,20,38,8,9,16
506719,646.7,78,56,40,43,115,10
506726,242.6,16,59,12,6,11,11
506705,565.3,64,127,10,18,125,13
506707,441.1,47,77,61,7,23,13
506710,360.8,18,21,23,22,22,18
506701,279.1,7,49,0,19,4,16
506696,376.3,13,11,20,21,24,21
506680,383.1,3,216,6,27,5,28
506665,91.7,0,9,17,25,0,3
506678,555.2,20,73,26,45,12,31
506652,540.7,37,212,11,11,61,25
506675,118.1,1,36,22,32,0,4
506654,185.9,14,0,20,10,6,7
506656,552.6,10,121,119,82,8,26
506651,564.4,36,179,17,20,41,27
506648,281.4,17,49,43,12,8,13
506632,593.6,0,600,5,0,1,50
506630,243.1,11,155,3,10,19,13
506611,270,18,34,31,39,38,6
506626,51.9,0,52,0,0,0,4
506606,507.6,39,41,51,70,48,10
506602,331.3,24,3,22,71,26,2
506601,273.4,12,35,27,69,9,5
506588,238.9,32,7,23,17,33,0
506592,89.3,11,9,1,4,10,1
506595,306.6,45,16,12,12,37,2
506561,264.8,10,18,72,57,11,7
506597,1200.3,94,407,38,24,187,52
506549,346.3,30,0,27,78,32,0
506589,137,3,6,17,8,3,8
506583,515,59,6,23,35,119,6
506553,355.7,22,144,16,5,8,18
506514,215.5,26,27,13,11,26,3
506528,247.6,20,89,13,2,9,10
506517,122.5,1,114,0,0,0,9
506520,111.3,5,23,13,4,10,5
506529,1475.4,250,1,4,4,112,2
506532,433.3,41,25,47,21,62,12
506531,4430,676,57,156,43,168,37
506525,303.6,0,289,6,1,0,26
506511,458.3,28,13,19,49,31,11
506488,376.2,48,11,29,36,56,2
506427,297,36,12,12,12,22,6
506496,301,31,16,27,19,45,7
506485,829.5,70,17,27,94,38,18
506483,418.8,10,23,3,72,12,18
506459,100.7,0,0,10,4,0,7
506430,178.7,9,19,19,11,6,8
506395,573.2,52,26,15,24,34,18
506389,3635.2,323,894,162,175,464,122
506386,29.7,0,25,0,0,0,2
506355,102.4,5,37,1,6,10,4
506356,112.9,0,92,0,1,0,9
506360,106.2,6,37,4,8,6,5
506343,649.3,71,5,56,101,66,1
506310,1827.5,269,28,22,17,115,20
506326,392.7,27,161,17,8,33,18
506312,77.4,10,3,0,2,4,1
506308,136.8,3,58,0,6,6,10
506309,128.3,0,47,393,8,0,7
506303,524.3,62,2,34,73,99,0
506306,44.7,0,18,0,2,0,3
506324,1079.8,163,85,100,3,73,10
506304,1414.8,184,66,122,97,83,17
506305,1738.6,141,514,96,46,221,72
506321,130.9,11,21,5,6,4,4
506260,113.4,4,11,5,4,2,6
506268,555.2,38,213,56,44,82,21
506220,161.8,13,19,1,6,27,6
506245,127.7,7,66,6,3,13,6
506206,282.3,18,22,10,16,10,11
506226,87.3,4,43,2,7,8,4
506223,64.2,0,0,0,0,0,0
506221,70.2,0,0,0,0,0,0
506234,108.5,15,9,18,5,8,1
506240,102.5,3,70,1,1,2,8
506224,265.7,0,47,0,0,0,3
506225,253.6,20,0,0,1,41,0
506238,118.3,1,58,76,5,0,5
506222,303.3,14,37,0,1,28,3
506236,164.7,2,11,8,9,1,10
506199,210.3,27,21,8,8,49,2
506178,462.3,43,58,47,48,51,9
506193,98.8,0,98,0,0,0,8
506187,105.8,1,37,315,7,0,7
506141,440.7,59,27,0,11,27,8
506142,1434.5,95,36,82,116,66,53
506157,414.1,40,8,5,72,51,1
506175,2914.6,161,204,97,103,199,143
506143,401.7,17,37,47,36,23,19
506144,382.7,38,17,26,32,43,8
506136,289,16,129,7,7,8,15
506106,140.9,12,13,22,22,20,1
506126,56.2,0,37,0,1,0,5
506104,225.7,23,1,18,27,39,1
506139,130,16,6,12,10,33,1
506068,598.6,29,16,30,87,21,21
506078,82.1,6,14,1,4,1,3
506073,120.2,4,32,7,8,2,6
506072,119.3,0,106,0,1,1,9
506090,622.9,26,31,82,109,26,22
506039,119.6,15,19,41,1,7,2
506058,987.8,58,113,21,93,90,37
506062,35.2,5,1,1,0,12,0
506064,822.6,29,90,62,73,17,40
505979,149.4,5,87,0,4,8,10
505988,157.3,5,97,0,3,8,11
506013,2336.6,267,35,224,313,431,10
506007,331.4,27,63,32,46,34,6
505997,155.3,10,28,11,4,15,6
506020,369.4,21,49,26,29,8,16
505981,265.3,21,20,19,10,12,10
506032,136.5,0,57,20,8,0,10
506019,1197,85,368,58,69,133,50
506030,824.5,51,184,13,110,33,19
505980,61,1,5,12,15,0,2
505968,253.9,26,4,19,40,44,1
505956,45.4,4,12,1,0,9,1
505955,156.1,21,3,8,13,41,0
505947,182.8,21,16,16,15,42,2
505945,197.5,15,57,11,5,7,9
505931,107.5,10,7,0,2,4,3
505927,212.7,13,2,53,52,5,2
505924,624.9,39,225,8,15,74,32
505936,178.8,8,47,3,6,13,9
505907,339.5,45,66,1,3,91,6
505917,53.6,0,37,0,0,0,4
505856,168.3,23,13,5,2,48,2
505862,652.2,57,9,41,75,65,13
505875,49.9,0,15,0,2,0,3
505869,121.9,17,9,1,4,34,1
505860,254.5,16,56,12,8,7,11
505870,2591.1,174,624,99,81,199,119
505811,78.3,7,4,9,5,4,2
505813,273.9,35,4,15,26,24,1
505791,868.4,88,10,55,62,127,20
505837,2040.3,77,893,18,37,231,128
505793,721,12,219,25,19,30,50
505823,215.9,12,16,5,58,18,2
505826,279.7,26,35,81,35,23,5
505806,952.4,64,545,20,6,198,48
505804,322.4,16,179,94,12,7,18
505819,287.4,19,108,8,5,39,13
505794,2336.3,336,336,4,6,142,35
505841,389.2,38,15,18,19,36,10
505821,149.4,7,69,8,4,14,8
505810,611.3,27,429,20,14,68,36
505798,148.1,2,23,12,9,1,11
505848,270.5,7,30,33,25,3,15
505807,887.2,68,171,93,63,82,31
505800,308,29,6,20,50,36,2
505834,1328.2,25,211,89,96,22,89
505749,648.7,60,7,44,76,94,11
505772,181.6,16,53,24,4,7,6
505783,713,74,172,4,26,134,17
505736,27.8,1,5,15,0,3,1
505745,178.3,23,15,5,6,11,2
505731,391.8,31,167,11,22,43,14
505727,100.1,10,31,0,1,4,3
505737,338.6,41,0,23,25,44,4
505750,265.8,16,110,0,13,4,13
505784,93.7,11,14,12,3,5,2
505726,212.1,11,119,1,3,4,13
505777,43,0,27,24,1,0,3
505776,464.6,24,114,35,78,22,14
505748,19.7,1,0,0,1,0,1
505747,495.6,29,92,0,15,22,25
505753,88.8,6,40,0,3,1,4
505729,905.3,90,66,125,118,52,12
505768,1369,3,0,1,50,2,100
505734,91.3,12,9,56,2,5,1
505779,697.8,56,50,7,93,51,14
505723,1300.3,98,30,89,201,90,24
505754,538.7,29,30,31,145,33,5
505732,292,20,7,36,69,13,2
505724,335.5,8,28,21,24,4,20
505755,485,37,45,27,57,26,13
505785,182.8,16,27,0,2,7,7
505751,420,12,25,40,34,9,24
505623,688,90,45,52,3,43,14
505653,310.8,33,8,19,21,39,6
505632,306.9,27,101,3,21,30,11
505679,19.9,0,8,18,1,0,1
505668,951.6,73,411,27,10,221,43
505719,289,4,22,19,19,2,18
505647,881,93,25,57,141,84,2
505661,208.8,23,16,30,13,13,4
505642,335.9,30,136,1,7,59,12
505660,136.8,16,14,29,12,7,2
505710,175.7,21,19,3,9,10,3
505659,71.5,7,0,2,12,7,0
505700,421.1,66,0,24,18,189,2
505637,141.2,9,17,68,15,19,4
505699,367.6,22,29,55,27,24,14
505674,390.4,5,2,40,17,5,26
505688,141.6,0,99,64,2,0,9
505685,532.6,21,318,542,26,9,32
505624,207.8,0,0,0,0,0,0
505658,331.4,29,16,42,25,44,8
505708,91.2,5,25,66,7,3,4
505705,98.5,0,53,42,7,0,7
505635,137.4,4,93,3,3,9,8
505625,775.3,17,108,14,49,4,49
505677,439.6,28,9,42,68,19,11
505713,186.3,11,86,8,8,5,9
505665,281.7,29,10,42,12,54,7
505682,94.5,4,17,14,8,1,5
505693,302.1,22,130,4,10,45,12
505681,81.9,7,0,6,2,15,2
505619,1918.9,6,1435,1,39,1,159
505683,161.7,13,59,14,3,11,6
505671,127.2,6,14,8,6,15,6
505640,528.1,41,147,5,63,72,13
505641,29.4,2,4,53,0,1,0
505675,1187.3,75,502,28,31,108,58
505620,115.2,0,5,12,5,0,9
505701,578.9,29,47,58,51,17,25
505655,400.4,38,24,26,67,43,4
505692,197,14,27,35,15,6,8
505636,648.4,42,57,65,51,29,24
505663,411.5,23,12,20,86,29,8
505690,365.9,10,54,66,106,6,6
505591,217.7,29,26,24,5,13,4
505582,127.2,9,9,1,8,8,7
505590,514.5,59,6,13,71,45,1
505602,89.5,0,63,2,2,0,7
505615,1410.9,84,816,10,24,245,69
505595,414.5,40,80,10,13,64,14
505592,56.5,3,33,0,0,9,2
505607,151.6,0,57,3,5,0,12
505576,832,84,22,41,103,74,11
505613,319.6,24,49,31,54,18,5
505585,215.7,17,13,0,6,7,9
505616,768.5,98,29,109,55,48,11
505594,159.1,1,22,1,21,0,9
505611,222.3,12,40,57,49,9,3
505612,235.6,28,23,3,16,17,3
505617,150.9,0,51,0,0,0,4
505609,536.1,54,53,89,73,44,5
505571,48.8,0,50,0,0,0,4
505587,527.5,32,98,45,64,24,17
505610,813.9,83,38,98,128,76,4
505575,236.3,22,53,2,10,39,8
505601,1294.3,64,452,64,51,172,67
505584,486.1,53,19,34,65,30,3
505569,179,9,76,52,10,4,10
505600,96.4,0,0,8,5,0,6
505527,25.6,2,7,1,1,0,0
505540,601.9,62,36,44,83,49,6
505520,57.5,2,3,5,16,3,0
505524,4581.1,688,202,214,153,872,23
505525,1029.7,73,314,20,21,133,48
505523,1454.5,213,94,68,34,121,16
505562,576.1,58,36,35,66,55,8
505538,507.8,64,12,4,7,28,9
505557,1276,172,63,638,18,77,24
505566,637.6,42,233,11,72,94,20
505539,257.9,16,27,20,61,18,2
505518,84.8,6,0,14,20,6,0
505534,306.4,24,96,6,13,44,11
505499,78.8,8,2,10,12,8,0
505491,378.5,34,5,30,59,47,4
505454,94.7,10,14,19,2,4,2
505484,116.2,6,10,8,27,4,1
505477,48.8,2,6,0,3,1,2
505493,255,8,145,7,15,17,16
505492,562.1,49,185,5,7,117,22
505464,186.5,3,0,20,9,1,12
505490,244.4,21,72,0,5,9,10
505497,798.9,60,14,54,117,84,16
505448,252.4,22,7,24,49,21,1
505513,202.6,21,23,31,20,12,3
505459,208.8,13,20,14,45,8,3
505456,915.8,63,26,12,74,34,33
505481,198.7,12,12,5,54,22,1
505431,472.7,53,8,6,28,38,6
505412,698.7,74,70,55,87,59,7
505434,575.7,74,4,29,62,47,1
505409,312.2,26,5,9,33,23,7
505384,257.2,7,24,5,14,12,16
505414,132.9,1,11,6,8,1,9
505417,1375.2,123,73,164,105,246,40
505443,706.3,2,675,2,7,1,58
505391,162.3,15,16,10,17,28,3
505380,49.9,0,50,0,0,0,4
505394,2140,142,4,235,92,64,96
505377,354.1,31,20,4,67,20,2
505411,212.6,13,47,9,6,27,9
505429,468.3,31,72,4,21,40,20
505439,480.4,18,233,21,10,19,30
505385,86.1,8,10,12,4,14,2
505410,481,24,48,35,42,13,23
505395,202.3,13,26,2,42,10,2
505361,387,0,399,0,0,0,33
505338,353.2,26,15,15,38,17,10
505316,219.1,29,1,20,19,49,0
505346,219.7,19,48,8,10,21,7
505358,432.4,47,15,28,18,49,9
505317,1407.1,163,66,13,159,168,10
505339,132.9,3,11,6,7,5,8
505293,538.5,38,15,31,69,50,14
505296,243.6,10,104,13,4,22,14
505267,5808.2,481,1647,219,151,204,232
505256,641.4,53,68,8,98,67,11
505279,112.6,15,8,24,1,6,1
505286,95.9,4,36,4,6,8,4
505290,832.1,64,335,54,24,129,35
505284,353,34,0,4,41,17,5
505314,104.6,4,3,3,9,5,4
505258,276,17,4,21,24,29,10
505315,17.8,1,0,1,1,3,0
505297,484.5,42,13,58,33,19,16
505269,361.3,15,162,17,9,13,21
505288,228.1,7,4,12,80,5,1
505257,119.5,10,12,18,12,20,2
505282,804.1,62,51,51,64,36,26
505283,39,0,20,24,3,0,2
505248,425.4,36,10,40,44,41,10
505243,384.8,29,9,0,12,34,16
505242,129,7,16,28,17,13,4
505239,47.6,0,31,0,2,0,3
505249,291.9,1,227,0,3,1,25
505226,718.5,71,27,31,43,142,17
505220,74.1,8,13,9,2,16,1
505190,376.7,30,76,18,20,48,15
505195,65.5,9,6,5,2,17,0
505198,62.9,4,18,2,3,5,2
505191,914.3,27,35,66,72,39,50
505179,306.6,26,0,11,70,30,0
505210,176.2,20,30,6,5,9,4
505180,1325.3,6,1222,4,7,16,111
505184,38,0,1,6,4,0,2
505161,782.5,27,4,26,46,15,43
505158,602.9,62,0,36,70,30,6
505153,139.2,14,19,74,8,6,3
505138,299.2,6,8,28,24,2,18
505144,236.5,16,25,2,17,7,10
505164,481.7,41,6,44,55,60,5
505140,401.8,18,10,27,26,29,20
505145,339.2,29,24,22,19,24,11
505152,807.7,63,17,94,71,114,24
505093,842,72,77,35,99,66,20
505114,365.1,30,139,8,5,50,15
505119,228,9,108,0,1,28,9
505132,150,11,73,4,4,23,6
505112,367.5,56,15,19,3,25,3
505083,86.5,0,92,0,0,0,7
505108,5956.4,452,1806,162,122,900,246
505100,456.7,43,17,53,37,80,10
505085,831.9,96,14,53,72,157,10
505110,308.9,11,0,12,16,5,17
505080,111.2,9,27,8,7,9,3
505086,454.9,4,101,0,24,2,32
505121,300.7,17,37,5,11,7,15
505077,120.8,7,36,2,8,14,5
505115,190,22,21,9,9,10,4
505015,218,7,99,2,10,14,13
505035,235.3,21,68,3,4,36,8
505018,1217.7,120,11,76,99,221,26
505020,469.9,49,101,2,15,28,14
505013,525.2,47,110,22,22,86,17
505036,639.8,58,223,4,19,77,27
505053,19.9,1,1,1,2,2,0
505028,559.9,16,106,19,169,11,9
505033,125.7,3,72,22,5,2,8
505029,239.9,13,52,112,46,3,5
505026,3063.5,356,806,34,48,721,78
505050,753.8,54,63,61,75,68,23
505062,522.7,44,93,58,50,77,13
504953,206.8,12,127,0,1,38,11
504987,368.7,27,43,35,51,21,9
504969,181.7,6,54,0,7,12,11
504952,127.7,11,11,1,6,5,4
504961,82.3,0,80,0,0,0,7
504971,580.5,21,29,60,44,29,31
504956,136.9,11,56,2,4,22,5
504978,725.1,89,35,75,30,137,11
504923,371.9,25,48,13,15,15,16
504892,335.8,5,47,14,37,3,19
504914,100.5,0,1,0,0,0,0
504937,23,0,17,0,0,0,1
504921,185.1,3,2,21,11,3,11
504900,248.9,1,37,13,11,0,18
504948,322.8,23,20,28,12,12,13
504942,594.3,33,61,68,130,32,13
504870,349.9,24,94,9,41,33,11
504820,675.6,56,61,88,82,61,15
504779,39.5,1,0,3,2,0,2
504765,381.1,33,35,18,54,20,6
504815,374.1,51,1,27,27,60,1
504803,1014.5,54,27,67,91,104,42
504778,95.9,9,36,0,1,4,3
504814,379.5,57,16,49,5,25,3
504884,383,11,278,2,4,22,25
504838,380.6,18,20,72,108,8,3
504794,224.9,11,45,56,14,5,11
504769,355.8,6,18,21,15,3,24
504795,260.1,15,55,37,26,26,10
504772,405.7,41,53,12,35,49,9
504749,413.4,33,202,0,8,15,19
504830,227.3,17,37,9,9,6,9
504816,151.2,7,18,2,6,11,7
504853,155.3,0,52,0,1,0,5
504831,232.2,2,12,10,17,1,16
504780,1594.6,155,24,62,177,204,27
504868,323.6,18,103,9,16,44,15
504850,269.1,41,11,0,1,18,2
504848,198.7,11,33,9,6,4,10
504781,362.2,27,31,5,24,66,14
504766,81.4,4,42,1,1,2,5
504861,312.1,33,90,0,6,14,9
504834,3140.7,349,803,20,91,662,81
504846,1221.2,35,102,95,130,33,62
504835,118.7,8,2,16,18,10,2
504840,315.4,17,11,27,41,15,10
504821,266,0,142,0,0,0,12
504874,246.4,20,113,3,1,40,11
504866,457.6,3,275,0,12,1,38
504807,139.3,19,8,14,1,23,2
504819,116.2,13,1,6,17,19,0
504761,35.4,0,31,0,0,0,3
504851,920.7,44,308,37,48,118,48
504832,390.8,35,105,57,7,23,15
504842,377.3,30,114,20,9,58,15
504768,709.9,75,230,23,11,150,22
504715,175.9,18,46,7,2,36,5
504747,445.5,25,165,20,15,40,22
504736,297.9,23,74,20,33,13,9
504738,391.9,5,147,9,16,2,23
504722,467.1,69,16,10,22,130,2
504731,137.2,0,33,0,0,0,2
504720,99.6,0,94,0,1,0,8
504734,102.3,0,5,0,0,0,0
504721,130.1,16,13,0,3,7,3
504710,116.8,0,4,0,0,0,2
504717,339.8,24,81,3,6,39,15
504727,307.6,13,227,3,2,37,20
504711,121.6,5,56,3,7,2,7
504718,177.1,4,54,11,11,3,12
504735,352,33,49,33,26,22,9
504737,127.2,7,39,49,14,3,5
504672,137.3,12,13,11,12,21,4
504661,149.8,0,139,32,1,0,12
504660,363.5,20,2,11,38,30,13
504697,155.3,0,58,10,5,0,12
504665,415.7,33,14,33,68,24,6
504683,158.2,6,11,38,15,3,7
